word,R,G,B
bygone,133,98,73
bylaw,128,128,128
bystander,170,157,85
byte,128,128,128
cab,255,215,0
cabal,128,128,128
cabbage,34,139,34
cabin,139,69,19
cabinet,139,69,19
cable,62,62,62
cabriolet,125,25,25
cache,34,139,34
cacophony,30,30,30
cad,179,44,19
cadaver,79,79,79
cadence,191,134,64
cadet,30,100,200
cafe,139,69,19
cage,79,79,79
cairn,79,79,79
cake,255,180,217
calamity,220,20,20
calcareous,128,128,128
calculate,137,124,52
calculated,128,128,128
calculating,34,139,34
calculator,81,133,81
calculus,30,30,30
calendar,255,235,127
calender,255,255,255
calf,139,69,19
caliber,128,128,128
calibrate,30,100,200
calipers,128,0,128
call,255,140,0
calligraphy,255,255,255
callous,79,79,79
calmness,255,255,255
caloric,220,20,20
cam,128,128,128
camber,128,128,128
camel,139,69,19
cameo,128,128,128
cameraman,128,128,128
camisole,191,191,191
camouflage,69,115,29
camouflaged,34,139,34
camp,86,104,26
campaign,128,0,128
campaigner,174,74,74
campaigning,220,20,20
campus,34,139,34
canal,128,128,128
canary,255,215,0
cancel,79,79,79
canceling,30,100,200
cancellation,125,25,25
cancer,168,101,101
candid,128,0,128
candidacy,30,100,200
candidate,191,191,191
candied,255,105,180
candle,255,215,0
candlelight,255,215,0
candlestick,255,235,127
candor,128,128,128
cane,133,98,73
canine,139,69,19
canister,128,128,128
canker,179,44,19
cannibal,220,20,20
cannibalism,30,30,30
canning,255,255,255
cannon,30,30,30
canon,255,215,0
canons,255,255,255
canopy,255,255,255
canteen,128,128,128
canterbury,139,69,19
cantilever,139,69,19
canto,128,128,128
canvas,197,162,137
canvass,128,128,128
cap,34,139,34
capability,34,139,34
capacity,142,177,227
cape,84,49,24
caper,255,177,0
capillary,220,20,20
capital,34,139,34
capitalist,34,139,34
capitals,30,30,30
capitulation,255,235,127
caprice,255,105,180
capricious,237,117,10
capsule,142,177,227
captain,220,20,20
captivate,191,52,154
captivating,220,20,20
captive,30,30,30
captivity,30,30,30
captor,30,30,30
capture,30,100,200
car,220,20,20
caramel,139,69,19
caravan,255,177,0
carbon,79,79,79
carcass,30,30,30
carcinoma,30,30,30
card,255,255,255
cardigan,128,0,128
cardinal,220,20,20
cardiomyopathy,220,20,20
care,255,140,0
career,128,128,128
careful,255,215,0
carefully,255,255,255
caress,255,255,255
cargo,139,69,19
caribou,139,69,19
caricature,255,140,0
caries,30,30,30
carnage,220,20,20
carnal,220,20,20
carnation,220,20,20
carol,34,139,34
carousel,255,105,180
carpenter,139,69,19
carrier,139,69,19
cart,135,88,55
cartel,255,140,0
carter,128,128,128
cartilage,255,205,230
cartographic,128,128,128
cartouche,128,128,128
cartridge,30,30,30
carve,139,69,19
carver,139,69,19
cascade,30,100,200
case,255,255,255
casein,255,255,255
cash,34,139,34
cashier,34,139,34
cashmere,255,255,255
casing,79,79,79
casino,255,105,180
cask,139,69,19
casket,30,30,30
cast,255,255,255
caste,255,255,255
caster,128,85,128
castle,128,128,128
castor,139,69,19
casual,30,100,200
casually,255,105,180
casualty,220,20,20
cat,30,30,30
catalog,30,100,200
catalogue,255,215,0
catalysis,255,215,0
catalytic,220,20,20
catapult,139,69,19
cataract,128,128,128
catastrophe,197,15,47
catch,84,84,109
catching,34,139,34
catechism,216,193,176
category,128,128,128
caterer,255,255,255
cathartic,216,193,176
cathedral,255,255,255
catheter,255,215,0
catholic,142,142,142
catnip,34,139,34
cattle,139,69,19
caucus,139,69,19
caudal,133,98,73
caulk,255,255,255
causal,128,128,128
causality,81,133,81
causation,128,128,128
caution,243,150,6
cautionary,255,140,0
cautiously,255,215,0
cavalry,139,69,19
cave,135,88,55
caveat,255,255,255
cavern,30,30,30
cavernous,30,30,30
cayenne,220,20,20
cease,30,30,30
ceaseless,30,30,30
cede,191,171,64
ceiling,255,255,255
celebrant,128,0,128
celebrated,30,100,200
celebrating,255,215,0
celebration,255,140,0
celebrity,220,20,20
celestial,142,177,227
celibacy,255,255,255
cell,79,79,79
cellar,99,75,59
celluloid,128,128,128
cement,128,128,128
cemented,128,128,128
cemetery,30,30,30
censor,30,30,30
censure,30,30,30
census,111,155,154
cent,191,134,64
centenary,255,255,255
center,220,20,20
centrality,128,128,128
centralization,34,139,34
centralize,255,255,255
centrally,255,255,255
centrifugal,34,139,34
centrifuge,255,255,255
century,30,100,200
ceramics,255,255,255
cereal,139,69,19
cereals,142,116,17
cerebral,128,128,128
ceremony,137,45,112
certainty,30,100,200
certificate,255,235,127
certify,181,189,11
cess,139,69,19
cessation,139,69,19
chaff,179,44,19
chafing,220,20,20
chain,128,128,128
chair,139,69,19
chairman,30,30,30
chairperson,133,98,73
chalet,139,69,19
chalice,128,128,128
chalk,255,255,255
challenge,94,63,28
chamber,128,128,128
chameleon,34,139,34
champion,243,163,91
chance,137,124,52
chancellor,30,30,30
chandelier,255,215,0
chandler,255,255,255
change,30,65,115
changeable,198,148,50
channel,79,114,164
chant,191,171,64
chaos,189,56,56
chaotic,220,20,20
chap,30,100,200
chapel,128,128,128
chaplain,142,142,142
chapman,34,139,34
chapter,255,255,255
char,30,30,30
character,255,140,0
characteristic,155,134,164
characterize,128,128,128
charade,30,100,200
charcoal,30,30,30
charge,34,139,34
chargeable,220,20,20
charger,220,20,20
charity,255,255,255
charm,255,180,217
charmer,255,140,0
charming,237,62,100
chart,255,255,255
charter,128,0,128
chartered,128,128,128
chasm,79,79,79
chastisement,237,80,10
chastity,255,255,255
chatter,128,128,128
chattering,255,105,180
chatty,255,141,120
chauffeur,30,30,30
cheap,139,69,19
cheat,30,30,30
check,255,255,255
checkers,220,20,20
checklist,191,191,191
cheek,255,105,180
cheeks,255,105,180
cheep,255,215,0
cheer,255,215,0
cheerful,255,105,180
cheerfulness,255,160,90
cheering,30,100,200
cheesecake,255,122,90
cheetah,255,140,0
chemise,255,105,180
chemist,255,255,255
chemistry,255,215,0
cheque,255,255,255
cherry,220,20,20
chess,255,255,255
chest,139,69,19
chestnut,139,69,19
chevron,255,105,180
chew,179,44,19
chic,220,20,20
chicken,255,255,255
chief,255,215,0
chiefly,197,142,9
chieftain,220,20,20
child,255,105,180
childhood,255,140,0
childish,255,141,120
chill,30,100,200
chilly,255,255,255
chime,255,215,0
chimes,128,128,128
chimney,139,69,19
chine,220,20,20
chinook,197,162,137
chip,255,255,255
chipping,255,105,180
chirp,255,187,45
chisel,128,128,128
chit,255,255,255
chocolate,139,69,19
choice,255,215,0
choir,255,140,0
choke,30,65,115
cholera,139,69,19
choose,255,255,255
chop,139,69,19
chopping,220,20,20
chops,220,20,20
choral,255,255,255
chords,255,215,0
chore,191,134,64
chorus,255,203,85
chowder,255,255,255
chromatic,34,139,34
chromatography,255,197,127
chronograph,191,191,191
chronological,128,128,128
chuck,220,20,20
chuckle,255,160,90
chunk,139,69,19
chunky,139,69,19
church,255,255,255
churchyard,30,30,30
churn,255,215,0
chute,30,100,200
chutney,144,139,17
ciao,30,100,200
cider,255,215,0
cigar,139,69,19
cigarette,255,215,0
cinch,139,69,19
cinder,220,20,20
cinema,220,20,20
cinematographer,128,128,128
cinematography,125,60,110
cinnamon,166,52,19
circle,105,128,161
circling,255,215,0
circuit,191,171,64
circular,255,255,255
circulate,78,54,28
circulation,255,255,255
circumcision,255,105,180
circumference,79,79,79
circumferential,220,20,20
circumscribed,142,85,15
circumstance,30,30,30
circumstantial,30,100,200
circumvention,79,79,79
circus,220,20,20
cirrus,255,255,255
cistern,180,190,151
citadel,128,128,128
citizen,137,161,194
citrine,255,215,0
city,128,128,128
civic,30,100,200
civilian,255,255,255
civility,34,139,34
civilized,30,100,200
claim,128,128,128
claimant,139,69,19
clairvoyant,191,127,191
clam,128,128,128
clamp,128,128,128
clan,197,162,137
clandestine,79,79,79
clap,255,215,0
clarify,255,255,255
clarinet,30,30,30
clarity,255,255,255
clash,220,20,20
clashing,189,61,18
clasp,255,255,255
class,174,150,134
classic,30,30,30
classical,128,128,128
classification,255,255,255
clatter,128,128,128
clause,139,69,19
claws,220,20,20
clay,136,83,46
clean,255,255,255
cleaning,255,255,255
cleanliness,255,255,255
cleanly,255,255,255
cleanse,255,255,255
cleansing,255,255,255
clearance,223,223,223
clearing,34,139,34
cleave,220,20,20
cleft,170,170,170
clemency,255,255,255
clergyman,30,30,30
clerk,30,100,200
clerkship,128,128,128
clever,34,139,34
cleverness,34,139,34
click,255,255,255
client,255,255,255
clientele,128,128,128
cliff,139,69,19
climate,34,139,34
climatology,30,100,200
climax,255,105,180
climb,34,139,34
clip,81,133,81
clipper,139,69,19
clipping,197,142,9
clique,191,52,154
cloak,66,43,26
clock,180,166,95
clockwork,128,128,128
clog,139,69,19
cloister,30,30,30
closed,30,30,30
closeness,191,134,64
closet,30,30,30
closure,128,128,128
clot,220,20,20
cloth,212,212,212
clothe,128,0,128
clothes,30,30,30
clothing,139,69,19
cloud,128,128,128
clouded,159,159,159
cloudiness,128,128,128
cloudy,128,128,128
clover,34,139,34
cloves,139,69,19
clown,189,13,56
clubhouse,139,69,19
clubs,30,30,30
clue,191,171,64
clump,139,69,19
clumsy,255,215,0
cluster,30,100,200
clutch,30,100,200
clutches,128,128,128
coach,142,177,227
coagulation,220,20,20
coal,30,30,30
coalesce,139,69,19
coalition,30,100,200
coast,50,113,152
coastal,30,100,200
coat,52,73,62
coating,169,142,76
coax,191,52,154
cobalt,30,100,200
cobble,128,128,128
cobbler,139,69,19
cobra,30,30,30
cocaine,255,255,255
cock,255,255,255
cockpit,191,171,64
cocoa,139,69,19
cocoon,255,255,255
cod,133,98,73
code,255,255,255
codex,139,69,19
codification,30,30,30
codify,79,114,164
coefficient,142,157,100
coerce,30,30,30
coercion,125,25,25
coercive,179,44,19
coexist,128,128,128
coexistence,180,203,236
coexisting,34,139,34
coffee,30,30,30
coffin,30,30,30
cog,79,114,164
cognate,237,137,137
cognitive,255,255,255
coherence,255,140,0
cohesion,128,128,128
cohesive,255,140,0
coil,128,128,128
coin,194,124,36
coinage,255,215,0
coincide,218,175,135
coincidence,255,255,255
coincident,255,140,0
coinciding,255,140,0
coke,30,30,30
cold,79,114,164
coldly,30,100,200
coldness,30,76,143
colic,220,20,20
collapse,255,140,0
collar,113,96,83
collate,255,255,255
collateral,30,100,200
colleague,32,84,32
collect,191,70,64
collected,30,100,200
collectively,32,84,32
collector,30,100,200
college,139,69,19
collegiate,30,30,30
collide,128,128,128
collie,139,69,19
collision,102,52,52
collocation,255,255,255
colloquial,255,140,0
collusion,30,30,30
colonel,139,69,19
colonial,128,128,128
colony,139,69,19
colophon,142,142,142
color,79,50,164
coloration,220,20,20
coloring,255,177,0
colorless,255,255,255
colors,174,10,74
colossal,34,139,34
coma,86,86,86
comatose,95,95,95
comb,139,69,19
combat,125,25,25
combatant,30,30,30
combative,125,25,25
combination,137,45,112
combinatorial,128,128,128
combine,139,69,19
combined,34,139,34
combustible,220,20,20
combustion,30,30,30
comet,255,255,255
comfort,139,82,177
comic,255,160,90
coming,255,215,0
comma,30,30,30
command,127,79,27
commander,128,128,128
commanding,125,60,110
commemorate,255,255,255
commemoration,30,100,200
commemorative,30,100,200
commendable,174,74,74
commensurate,255,255,255
comment,142,122,15
commentary,191,191,191
commentator,79,50,164
commerce,255,140,0
commissary,34,139,34
commission,115,157,115
commissioner,139,69,19
committed,255,255,255
committee,142,177,227
commodore,30,100,200
common,128,128,128
commonly,128,128,128
commonplace,133,98,73
commons,34,139,34
commonwealth,142,177,227
commotion,191,134,64
commune,128,128,128
communicable,30,100,200
communicate,191,191,191
communication,255,255,255
communicative,255,255,255
communion,255,255,255
communism,220,20,20
communist,220,20,20
community,34,139,34
commutation,144,197,144
commutative,255,215,0
commuter,84,84,109
compactness,139,69,19
companion,30,100,200
companionship,255,215,0
company,128,128,128
comparable,144,177,17
comparative,128,128,128
comparatively,128,128,128
comparison,95,76,152
compartment,194,138,36
compass,255,255,255
compassionate,255,255,255
compatibility,128,0,128
compatible,142,177,227
compel,125,60,110
compelling,220,20,20
compensate,32,126,89
compensation,107,164,22
compensatory,34,139,34
competency,30,100,200
competition,237,117,10
competitive,30,30,30
competitor,220,20,20
compilation,128,128,128
compile,128,128,128
complacency,255,215,0
complacent,255,255,255
complain,220,20,20
complaint,30,30,30
completed,30,100,200
completely,144,197,144
completeness,255,241,170
completing,255,255,255
completion,174,157,155
complexed,34,139,34
complexion,216,193,176
complexity,142,157,100
compliance,106,164,163
compliant,255,255,255
complicate,255,140,0
complicated,138,91,44
complication,128,128,128
complicity,128,0,128
compliment,255,255,255
comply,30,100,200
compo,128,128,128
component,128,128,128
compose,34,139,34
composed,128,128,128
composer,142,177,227
compost,139,69,19
composure,255,255,255
compound,144,139,17
comprehend,139,160,54
comprehension,255,255,255
comprehensive,142,177,227
compress,162,145,132
compression,139,69,19
comprise,255,255,255
comptroller,128,128,128
compulsion,128,128,128
compulsory,79,79,79
computable,32,84,32
computation,128,128,128
compute,128,128,128
concatenation,128,128,128
concave,128,128,128
conceal,133,98,73
concealed,103,103,103
concealment,62,62,62
conceit,128,128,128
conceited,144,177,17
concentrate,128,128,128
concentration,255,215,0
concentric,79,114,164
conception,255,235,127
concern,139,69,19
concert,255,255,255
concession,128,128,128
concise,30,30,30
conclave,128,128,128
concluding,30,30,30
conclusion,30,100,200
concoction,255,105,180
concordance,34,139,34
concrete,128,128,128
concurrence,30,100,200
concurrent,79,79,79
condemn,129,39,23
condemnation,220,20,20
condensation,30,100,200
condensed,255,140,0
condiment,237,117,10
conditional,103,103,103
conditionally,170,170,170
conditioned,128,128,128
conditions,34,139,34
condolence,88,63,88
condone,79,79,79
conducive,142,157,100
conduct,30,100,200
conduction,125,25,25
conductivity,255,215,0
conductor,142,177,227
conduit,86,128,150
cone,216,141,6
confederation,127,79,27
confer,180,203,236
conference,255,255,255
confess,169,141,121
confession,139,69,19
confessional,197,162,137
confessions,128,0,128
confide,255,215,0
confidence,105,151,218
confident,128,0,128
confidential,191,134,64
confidentially,237,137,137
configuration,84,84,109
confine,100,65,40
confined,30,30,30
confinement,79,79,79
confines,220,20,20
confirmation,255,255,255
confirmatory,30,30,30
confiscate,197,142,9
confiscation,179,44,19
conflagration,237,80,10
conflict,172,22,22
conflicting,174,74,74
confluence,30,100,200
conformance,191,171,64
conformation,255,215,0
conformity,79,79,79
confounded,128,128,128
confront,220,20,20
confusion,128,128,128
congenial,255,255,255
congenital,255,105,180
congestion,34,139,34
conglomerate,129,63,79
congratulatory,255,255,255
congregate,128,0,128
congregation,255,255,255
congress,83,76,69
congressional,32,84,32
congressman,128,128,128
congruence,128,0,128
conic,255,140,0
conical,191,191,191
conjecture,174,74,74
conjugal,255,105,180
conjugation,79,114,164
conjure,128,128,128
conjuring,128,128,128
connected,255,215,0
connective,255,215,0
connoisseur,165,192,148
conqueror,255,140,0
conscience,255,255,255
conscientious,255,255,255
consciousness,255,197,127
conscription,128,128,128
consecration,255,255,255
consenting,34,139,34
consequence,128,128,128
consequent,255,140,0
conservation,144,139,17
conservatism,30,100,200
conservative,128,128,128
conservatory,32,126,89
conserve,34,139,34
considerable,181,178,96
consignee,255,255,255
consignment,86,104,26
consistency,64,122,120
consistent,32,119,117
consolation,30,100,200
console,79,50,164
consolidate,142,120,100
consort,243,126,151
conspicuous,237,80,10
conspiracy,30,30,30
conspirator,30,30,30
conspire,142,122,15
constable,31,113,144
constancy,255,255,255
constant,255,228,85
constantly,191,70,64
constellation,142,142,142
consternation,128,128,128
constipation,139,69,19
constituents,255,255,255
constitute,128,128,128
constitution,255,255,255
constrain,84,49,24
constrained,79,15,79
constraint,126,40,116
construction,197,104,9
consul,128,128,128
consult,168,111,73
consultation,128,128,128
consume,106,126,78
consummation,125,60,110
consumption,139,69,19
contact,255,255,255
contagion,30,30,30
contagious,34,139,34
containment,255,255,255
contaminate,84,49,24
contaminated,142,122,15
contamination,86,104,26
contemplate,79,50,164
contemplation,255,255,255
contemplative,30,100,200
contemporaneous,255,105,180
contemporary,255,255,255
contempt,84,49,24
contemptible,191,171,64
contemptuous,30,30,30
contending,158,92,92
contention,30,100,200
contentious,182,22,22
contents,139,69,19
context,142,142,142
contiguous,133,34,73
continent,34,139,34
continental,86,104,26
contingent,128,0,128
continual,142,157,100
continually,255,215,0
continuance,128,128,128
continuation,128,128,128
continue,88,158,130
continuing,128,0,128
continuity,255,140,0
contour,142,142,142
contraband,86,76,22
contracted,79,79,79
contractile,128,128,128
contracting,30,30,30
contraction,255,105,180
contradiction,189,56,56
contradictory,142,142,142
contrary,192,75,37
contrast,168,88,16
contravene,220,20,20
contravention,220,20,20
contribute,255,140,0
contrived,255,215,0
control,30,30,30
controversial,30,30,30
controversy,220,20,20
conundrum,128,0,128
convalescent,144,197,144
convection,237,137,137
convene,144,197,144
convenient,34,139,34
convent,255,255,255
convention,170,170,170
converge,255,215,0
convergence,81,133,81
conversant,30,100,200
conversation,255,140,0
conversational,142,177,227
conversing,197,142,9
conversion,212,186,42
convert,198,206,177
convertible,255,235,127
convex,142,177,227
convexity,255,255,255
convey,81,133,81
conveyance,111,155,154
convict,142,85,15
conviction,30,30,30
convincing,255,255,255
convocation,144,197,144
convoluted,128,128,128
convolution,255,215,0
convoy,67,102,84
coo,255,215,0
cooking,34,139,34
cooler,255,255,255
cooling,30,100,200
coolness,30,100,200
coop,30,30,30
cooperate,30,100,200
cooperating,255,255,255
cooperation,144,177,17
cop,30,100,200
copious,255,140,0
copper,197,104,9
copy,128,128,128
copying,30,30,30
coral,255,105,180
cord,139,69,19
cordon,125,60,110
corduroy,139,69,19
core,30,30,30
cork,139,69,19
corkscrew,128,128,128
corn,255,215,0
corner,79,15,79
cornet,255,215,0
cornice,128,128,128
cornstarch,255,215,0
corona,30,100,200
coronation,255,215,0
coroner,30,30,30
corporal,191,191,191
corporate,32,119,117
corporation,95,95,95
corporeal,79,114,164
corps,30,100,200
corpse,79,79,79
corral,177,92,12
correction,220,20,20
corrective,255,255,255
correlation,32,119,117
correlative,79,50,164
correspond,144,197,144
correspondence,223,185,204
correspondent,128,128,128
corridor,139,69,19
corroborate,255,215,0
corroboration,255,215,0
corrosion,139,69,19
corrosive,30,30,30
corrupt,30,30,30
corrupting,30,30,30
corruption,30,30,30
corset,255,255,255
cortical,139,69,19
corvette,220,20,20
cosmetics,255,105,180
